week,id,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,category,cuisine,city_code,region_code,center_type,op_area,state,Country
11-02-2018,1040403,24,1885,136.83,136.83,0,0,1498,Beverages,Thai,614,85,TYPEB,3.6,IL,US
18-02-2018,1133856,24,1885,135.86,134.86,0,0,1176,Beverages,Thai,614,85,TYPEB,3.6,MH,US
25-02-2018,1009136,24,1885,135.83,136.83,0,0,1444,Beverages,Thai,614,85,TYPEB,3.6,IL,US
04-03-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
11-03-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
18-03-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
25-03-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
01-04-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
08-04-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
15-04-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
22-04-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
29-04-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,mh,in
06-05-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
13-05-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
20-05-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
27-05-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
03-06-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
10-06-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
17-06-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
24-06-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,MH,In
01-07-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
08-07-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
15-07-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
22-07-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
29-07-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
05-08-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
12-08-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
19-08-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
26-08-2018,1260804,24,1885,134.83,136.83,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
02-09-2018,1124034,24,1885,121.28,121.28,0,0,890,Beverages,Thai,614,85,TYPEB,3.6,IL,US
09-09-2018,1313556,24,1885,145.53,144.53,0,0,1106,Beverages,Thai,614,85,TYPEB,3.6,IL,US
16-09-2018,1293490,24,1885,145.53,145.53,0,0,971,Beverages,Thai,614,85,TYPEB,3.6,IL,US
23-09-2018,1212312,24,1885,146.5,146.5,0,0,1242,Beverages,Thai,614,85,TYPEB,3.6,IL,US
30-09-2018,1057814,24,1885,145.53,144.53,0,0,1229,Beverages,Thai,614,85,TYPEB,3.6,IL,US
07-10-2018,1023216,24,1885,145.56,143.56,0,0,1176,Beverages,Thai,614,85,TYPEB,3.6,IL,US
14-10-2018,1417870,24,1885,145.53,145.53,0,0,1295,Beverages,Thai,614,85,TYPEB,3.6,IL,US
21-10-2018,1273541,24,1885,144.53,145.53,0,0,1013,Beverages,Thai,614,85,TYPEB,3.6,IL,US
28-10-2018,1026467,24,1885,143.59,142.59,0,0,1135,Beverages,Thai,614,85,TYPEB,3.6,MH,US
04-11-2018,1089578,24,1885,141.62,143.62,0,0,1133,Beverages,Thai,614,85,TYPEB,3.6,IL,US
11-11-2018,1338443,24,1885,145.53,146.53,0,0,1068,Beverages,Thai,614,85,TYPEB,3.6,IL,US
18-11-2018,1362966,24,1885,146.5,147.5,0,0,879,Beverages,Thai,614,85,TYPEB,3.6,IL,US
25-11-2018,1356460,24,1885,144.56,143.56,0,0,864,Beverages,Thai,614,85,TYPEB,3.6,IL,US
02-12-2018,1436702,24,1885,142.62,143.62,0,0,1067,Beverages,Thai,614,85,TYPEB,3.6,IL,US
09-12-2018,1321666,24,1885,146.53,145.53,0,0,838,Beverages,Thai,614,85,TYPEB,3.6,IL,US
16-12-2018,1449594,24,1885,144.53,144.53,0,0,1161,Beverages,Thai,614,85,TYPEB,3.6,IL,US
23-12-2018,1169199,24,1885,142.59,144.59,0,0,1040,Beverages,Thai,614,85,TYPEB,3.6,IL,US
30-12-2018,1450268,24,1885,145.53,146.53,0,0,1160,Beverages,Thai,614,85,TYPEB,3.6,IL,US
06-01-2019,1041153,24,1885,120.28,144.53,0,1,1268,Beverages,Thai,614,85,TYPEB,3.6,mh,in
13-01-2019,1176885,24,1885,123.25,146.53,0,1,1485,Beverages,Thai,614,85,TYPEB,3.6,IL,US
20-01-2019,1243143,24,1885,121.25,144.53,0,1,1836,Beverages,Thai,614,85,TYPEB,3.6,IL,US
27-01-2019,1139839,24,1885,122.25,144.53,0,1,1242,Beverages,Thai,614,85,TYPEB,3.6,IL,US
03-02-2019,1207611,24,1885,123.25,146.53,1,1,1647,Beverages,Thai,614,85,TYPEB,3.6,IL,US
10-02-2019,1200970,24,1885,121.25,144.53,1,1,2322,Beverages,Thai,614,85,TYPEB,3.6,IL,US
17-02-2019,1131794,24,1885,120.28,146.53,0,1,1931,Beverages,Thai,614,85,TYPEB,3.6,IL,US
24-02-2019,1187156,24,1885,122.28,145.53,0,1,1890,Beverages,Thai,614,85,TYPEB,3.6,IL,US
03-03-2019,1362948,24,1885,121.25,145.53,0,1,1338,Beverages,Thai,614,85,TYPEB,3.6,MH,In
10-03-2019,1101465,24,1885,147.5,146.53,0,1,1201,Beverages,Thai,614,85,TYPEB,3.6,IL,US
17-03-2019,1394131,24,1885,145.5,146.5,0,0,798,Beverages,Thai,614,85,TYPEB,3.6,IL,US
24-03-2019,1221285,24,1885,144.53,144.53,0,0,932,Beverages,Thai,614,85,TYPEB,3.6,IL,US
31-03-2019,1010502,24,1885,145.53,146.53,0,0,1174,Beverages,Thai,614,85,TYPEB,3.6,IL,US
07-04-2019,1366070,24,1885,144.53,144.53,0,0,1149,Beverages,Thai,614,85,TYPEB,3.6,IL,US
14-04-2019,1158865,24,1885,145.56,145.56,0,0,379,Beverages,Thai,614,85,TYPEB,3.6,IL,US
21-04-2019,1220349,24,1885,143.59,142.59,0,0,1268,Beverages,Thai,614,85,TYPEB,3.6,IL,US
28-04-2019,1295978,24,1885,141.62,142.62,0,0,1189,Beverages,Thai,614,85,TYPEB,3.6,IL,US
05-05-2019,1270585,24,1885,145.56,141.62,0,1,1606,Beverages,Thai,614,85,TYPEB,3.6,IL,US
12-05-2019,1476139,24,1885,144.53,142.62,0,1,1324,Beverages,Thai,614,85,TYPEB,3.6,IL,US
19-05-2019,1064808,24,1885,144.53,141.62,0,1,1458,Beverages,Thai,614,85,TYPEB,3.6,IL,US
26-05-2019,1104615,24,1885,144.56,141.62,0,1,1365,Beverages,Thai,614,85,TYPEB,3.6,IL,US
02-06-2019,1349999,24,1885,145.56,143.62,0,1,1390,Beverages,Thai,614,85,TYPEB,3.6,IL,US
09-06-2019,1068156,24,1885,146.53,146.53,0,0,972,Beverages,Thai,614,85,TYPEB,3.6,IL,US
16-06-2019,1462192,24,1885,145.5,147.5,0,0,1228,Beverages,Thai,614,85,TYPEB,3.6,IL,US
23-06-2019,1260937,24,1885,147.5,145.5,0,0,1080,Beverages,Thai,614,85,TYPEB,3.6,IL,US
30-06-2019,1370449,24,1885,146.5,146.5,0,0,1027,Beverages,Thai,614,85,TYPEB,3.6,IL,US
07-07-2019,1096136,24,1885,147.5,145.5,0,0,1174,Beverages,Thai,614,85,TYPEB,3.6,MH,US
14-07-2019,1256596,24,1885,146.5,147.5,0,0,1025,Beverages,Thai,614,85,TYPEB,3.6,IL,US
21-07-2019,1231720,24,1885,146.53,145.53,0,0,931,Beverages,Thai,614,85,TYPEB,3.6,IL,US
28-07-2019,1114334,24,1885,146.5,145.53,0,1,1310,Beverages,Thai,614,85,TYPEB,3.6,IL,US
04-08-2019,1256584,24,1885,146.53,144.53,0,1,1148,Beverages,Thai,614,85,TYPEB,3.6,IL,US
11-08-2019,1270704,24,1885,145.5,146.53,0,1,1149,Beverages,Thai,614,85,TYPEB,3.6,IL,US
18-08-2019,1011689,24,1885,146.5,146.53,0,1,1269,Beverages,Thai,614,85,TYPEB,3.6,IL,US
25-08-2019,1416721,24,1885,145.5,145.53,0,1,1296,Beverages,Thai,614,85,TYPEB,3.6,IL,US
01-09-2019,1355896,24,1885,146.5,145.53,0,1,998,Beverages,Thai,614,85,TYPEB,3.6,IL,US
08-09-2019,1256720,24,1885,145.53,146.53,0,1,1323,Beverages,Thai,614,85,TYPEB,3.6,IL,US
15-09-2019,1202537,24,1885,143.56,145.53,0,1,1242,Beverages,Thai,614,85,TYPEB,3.6,mh,in
22-09-2019,1483697,24,1885,143.62,145.53,0,1,1270,Beverages,Thai,614,85,TYPEB,3.6,IL,US
29-09-2019,1320700,24,1885,142.62,141.62,0,0,1122,Beverages,Thai,614,85,TYPEB,3.6,IL,US
06-10-2019,1342300,24,1885,145.53,146.53,0,0,1161,Beverages,Thai,614,85,TYPEB,3.6,IL,US
13-10-2019,1163038,24,1885,145.53,145.53,0,0,1014,Beverages,Thai,614,85,TYPEB,3.6,IL,US
20-10-2019,1495880,24,1885,143.56,145.56,0,0,973,Beverages,Thai,614,85,TYPEB,3.6,IL,US
27-10-2019,1270762,24,1885,144.53,144.53,0,0,1176,Beverages,Thai,614,85,TYPEB,3.6,IL,US
03-11-2019,1407589,24,1885,144.53,145.53,0,0,1133,Beverages,Thai,614,85,TYPEB,3.6,IL,US
10-11-2019,1146063,24,1885,145.56,143.56,0,0,1337,Beverages,Thai,614,85,TYPEB,3.6,MH,In
17-11-2019,1356230,24,1885,142.59,144.59,0,0,1054,Beverages,Thai,614,85,TYPEB,3.6,IL,US
24-11-2019,1254973,24,1885,144.56,143.56,0,0,1405,Beverages,Thai,614,85,TYPEB,3.6,IL,US
01-12-2019,1200419,24,1885,144.56,143.56,0,0,1107,Beverages,Thai,614,85,TYPEB,3.6,IL,US
08-12-2019,1318396,24,1885,141.62,143.62,0,0,998,Beverages,Thai,614,85,TYPEB,3.6,IL,US
15-12-2019,1052582,24,1885,146.53,146.53,0,0,1106,Beverages,Thai,614,85,TYPEB,3.6,IL,US
22-12-2019,1007815,24,1885,144.56,145.56,0,0,1068,Beverages,Thai,614,85,TYPEB,3.6,IL,US
29-12-2019,1050895,24,1885,151.38,151.38,0,0,1121,Beverages,Thai,614,85,TYPEB,3.6,IL,US
05-01-2020,1244499,24,1885,150.41,150.41,0,0,1620,Beverages,Thai,614,85,TYPEB,3.6,IL,US
12-01-2020,1196788,24,1885,147.44,148.44,0,0,1660,Beverages,Thai,614,85,TYPEB,3.6,IL,US
19-01-2020,1167122,24,1885,149.44,147.44,0,0,1916,Beverages,Thai,614,85,TYPEB,3.6,IL,US
26-01-2020,1125218,24,1885,148.41,148.44,0,1,1580,Beverages,Thai,614,85,TYPEB,3.6,IL,US
02-02-2020,1294773,24,1885,149.38,147.44,0,1,1268,Beverages,Thai,614,85,TYPEB,3.6,IL,US
09-02-2020,1177247,24,1885,149.41,148.44,0,1,1094,Beverages,Thai,614,85,TYPEB,3.6,IL,US
16-02-2020,1154828,24,1885,145.5,147.5,0,0,1552,Beverages,Thai,614,85,TYPEB,3.6,IL,US
23-02-2020,1070726,24,1885,146.47,145.5,0,1,1700,Beverages,Thai,614,85,TYPEB,3.6,IL,US
01-03-2020,1055850,24,1885,146.47,147.47,0,0,2402,Beverages,Thai,614,85,TYPEB,3.6,IL,US
08-03-2020,1222704,24,1885,145.5,146.47,0,1,1891,Beverages,Thai,614,85,TYPEB,3.6,IL,US
15-03-2020,1205018,24,1885,148.47,147.47,0,1,1808,Beverages,Thai,614,85,TYPEB,3.6,MH,US
22-03-2020,1337767,24,1885,145.5,145.5,0,0,1067,Beverages,Thai,614,85,TYPEB,3.6,IL,US
29-03-2020,1260216,24,1885,148.47,146.47,0,0,553,Beverages,Thai,614,85,TYPEB,3.6,IL,US
05-04-2020,1347623,24,1885,147.47,147.47,0,0,1255,Beverages,Thai,614,85,TYPEB,3.6,IL,US
12-04-2020,1247111,24,1885,149.41,150.41,0,0,1216,Beverages,Thai,614,85,TYPEB,3.6,IL,US
19-04-2020,1239873,24,1885,150.41,148.41,0,0,1405,Beverages,Thai,614,85,TYPEB,3.6,IL,US
26-04-2020,1269137,24,1885,151.38,151.38,0,0,1324,Beverages,Thai,614,85,TYPEB,3.6,IL,US
03-05-2020,1160040,24,1885,150.35,152.35,0,0,1390,Beverages,Thai,614,85,TYPEB,3.6,IL,US
10-05-2020,1308582,24,1885,150.35,152.35,0,0,1458,Beverages,Thai,614,85,TYPEB,3.6,IL,US
17-05-2020,1091059,24,1885,152.35,152.35,0,0,1648,Beverages,Thai,614,85,TYPEB,3.6,IL,US
24-05-2020,1259135,24,1885,151.38,150.38,0,0,1242,Beverages,Thai,614,85,TYPEB,3.6,mh,in
31-05-2020,1117334,24,1885,150.35,150.35,0,0,1513,Beverages,Thai,614,85,TYPEB,3.6,IL,US
07-06-2020,1248863,24,1885,151.35,152.35,0,0,1620,Beverages,Thai,614,85,TYPEB,3.6,IL,US
14-06-2020,1244970,24,1885,151.35,150.35,0,0,1364,Beverages,Thai,614,85,TYPEB,3.6,IL,US
21-06-2020,1004030,24,1885,152.35,150.35,0,0,1647,Beverages,Thai,614,85,TYPEB,3.6,IL,US
28-06-2020,1439299,24,1885,151.35,152.35,0,0,1565,Beverages,Thai,614,85,TYPEB,3.6,IL,US
05-07-2020,1101666,24,1885,151.35,150.35,0,0,1756,Beverages,Thai,614,85,TYPEB,3.6,IL,US
12-07-2020,1140238,24,1885,149.38,151.38,0,0,1511,Beverages,Thai,614,85,TYPEB,3.6,IL,US
19-07-2020,1234816,24,1885,151.35,150.35,0,0,1324,Beverages,Thai,614,85,TYPEB,3.6,MH,In
26-07-2020,1472299,24,1885,152.35,151.35,0,0,1351,Beverages,Thai,614,85,TYPEB,3.6,IL,US
02-08-2020,1266710,24,1885,151.35,151.35,0,0,1296,Beverages,Thai,614,85,TYPEB,3.6,IL,US
09-08-2020,1387761,24,1885,151.38,150.38,0,0,1297,Beverages,Thai,614,85,TYPEB,3.6,IL,US
16-08-2020,1280217,24,1885,151.35,150.35,0,0,1511,Beverages,Thai,614,85,TYPEB,3.6,IL,US
23-08-2020,1464873,24,1885,149.38,149.38,0,0,1511,Beverages,Thai,614,85,TYPEB,3.6,IL,US
30-08-2020,1246698,24,1885,150.41,150.41,0,0,1554,Beverages,Thai,614,85,TYPEB,3.6,IL,US
06-09-2020,1259066,24,1885,152.35,151.35,0,0,1891,Beverages,Thai,614,85,TYPEB,3.6,IL,US
13-09-2020,1173704,24,1885,149.38,150.38,0,0,1592,Beverages,Thai,614,85,TYPEB,3.6,IL,US
20-09-2020,1280430,24,1885,154.23,154.23,0,0,1701,Beverages,Thai,614,85,TYPEB,3.6,IL,US
27-09-2020,1406024,24,1885,153.26,153.26,0,0,1581,Beverages,Thai,614,85,TYPEB,3.6,IL,US
04-10-2020,1094103,24,1885,150.38,151.38,0,0,1403,Beverages,Thai,614,85,TYPEB,3.6,IL,US
11-10-2020,1202585,24,1885,151.35,150.35,0,0,1972,Beverages,Thai,614,85,TYPEB,3.6,IL,US
18-10-2020,1344592,24,1885,150.35,151.35,0,0,1877,Beverages,Thai,614,85,TYPEB,3.6,IL,US
25-10-2020,1441626,24,1885,149.38,151.38,0,0,1403,Beverages,Thai,614,85,TYPEB,3.6,IL,US
01-11-2020,1223225,24,1885,150.38,150.38,0,1,1958,Beverages,Thai,614,85,TYPEB,3.6,IL,US
08-11-2020,1184275,24,1885,151.38,149.38,0,1,1984,Beverages,Thai,614,85,TYPEB,3.6,IL,US
15-11-2020,1275021,24,1885,159.11,159.11,0,0,1890,Beverages,Thai,614,85,TYPEB,3.6,IL,US
11-02-2018,1012104,24,1993,134.83,135.83,0,1,1243,Beverages,Thai,614,85,TYPEB,3.6,MH,US
18-02-2018,1428175,24,1993,135.83,134.83,0,1,1350,Beverages,Thai,614,85,TYPEB,3.6,IL,US
25-02-2018,1399209,24,1993,136.83,134.83,0,1,1607,Beverages,Thai,614,85,TYPEB,3.6,IL,US
04-03-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
11-03-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
18-03-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
25-03-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
01-04-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
08-04-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
15-04-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
22-04-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,mh,in
29-04-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
06-05-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
13-05-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
20-05-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
27-05-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
03-06-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
10-06-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
17-06-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,MH,In
24-06-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
01-07-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
08-07-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
15-07-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
22-07-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
29-07-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
05-08-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
12-08-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
19-08-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
26-08-2018,1453327,24,1993,136.83,134.83,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
02-09-2018,1495922,24,1993,123.25,121.25,0,0,770,Beverages,Thai,614,85,TYPEB,3.6,IL,US
09-09-2018,1284561,24,1993,146.53,144.53,0,0,864,Beverages,Thai,614,85,TYPEB,3.6,IL,US
16-09-2018,1211505,24,1993,147.5,147.5,0,0,648,Beverages,Thai,614,85,TYPEB,3.6,IL,US
23-09-2018,1204715,24,1993,147.5,146.5,0,0,811,Beverages,Thai,614,85,TYPEB,3.6,IL,US
30-09-2018,1030203,24,1993,144.53,146.53,0,0,1214,Beverages,Thai,614,85,TYPEB,3.6,IL,US
07-10-2018,1093213,24,1993,146.53,144.53,0,0,863,Beverages,Thai,614,85,TYPEB,3.6,IL,US
14-10-2018,1137132,24,1993,144.53,146.53,0,0,890,Beverages,Thai,614,85,TYPEB,3.6,IL,US
21-10-2018,1467775,24,1993,145.53,146.53,0,0,838,Beverages,Thai,614,85,TYPEB,3.6,MH,US
28-10-2018,1301793,24,1993,141.62,143.62,0,0,906,Beverages,Thai,614,85,TYPEB,3.6,IL,US
04-11-2018,1019091,24,1993,143.59,142.59,0,0,850,Beverages,Thai,614,85,TYPEB,3.6,IL,US
11-11-2018,1169808,24,1993,143.56,144.56,0,0,986,Beverages,Thai,614,85,TYPEB,3.6,IL,US
18-11-2018,1409198,24,1993,144.59,144.59,0,0,1041,Beverages,Thai,614,85,TYPEB,3.6,IL,US
25-11-2018,1316735,24,1993,144.56,143.56,0,0,892,Beverages,Thai,614,85,TYPEB,3.6,IL,US
02-12-2018,1432260,24,1993,144.59,142.59,0,0,944,Beverages,Thai,614,85,TYPEB,3.6,IL,US
09-12-2018,1438805,24,1993,146.53,145.53,0,0,918,Beverages,Thai,614,85,TYPEB,3.6,IL,US
16-12-2018,1221371,24,1993,146.53,146.53,0,0,1149,Beverages,Thai,614,85,TYPEB,3.6,IL,US
23-12-2018,1236533,24,1993,143.56,144.56,0,0,1106,Beverages,Thai,614,85,TYPEB,3.6,IL,US
30-12-2018,1345796,24,1993,142.59,142.59,0,0,917,Beverages,Thai,614,85,TYPEB,3.6,mh,in
06-01-2019,1384521,24,1993,121.25,143.59,0,1,1351,Beverages,Thai,614,85,TYPEB,3.6,IL,US
13-01-2019,1214949,24,1993,120.28,144.59,0,1,1513,Beverages,Thai,614,85,TYPEB,3.6,IL,US
20-01-2019,1270724,24,1993,122.25,144.59,0,1,1552,Beverages,Thai,614,85,TYPEB,3.6,IL,US
27-01-2019,1335979,24,1993,121.28,143.59,0,1,1187,Beverages,Thai,614,85,TYPEB,3.6,IL,US
03-02-2019,1386078,24,1993,123.25,142.59,1,1,1700,Beverages,Thai,614,85,TYPEB,3.6,IL,US
10-02-2019,1194600,24,1993,121.25,144.59,1,1,2431,Beverages,Thai,614,85,TYPEB,3.6,IL,US
17-02-2019,1167803,24,1993,120.28,143.59,0,1,2121,Beverages,Thai,614,85,TYPEB,3.6,IL,US
24-02-2019,1325926,24,1993,119.37,144.59,0,1,1566,Beverages,Thai,614,85,TYPEB,3.6,MH,In
03-03-2019,1093296,24,1993,122.25,142.59,0,1,1635,Beverages,Thai,614,85,TYPEB,3.6,IL,US
10-03-2019,1198188,24,1993,145.53,143.59,0,1,1349,Beverages,Thai,614,85,TYPEB,3.6,IL,US
17-03-2019,1241379,24,1993,146.5,146.5,0,0,757,Beverages,Thai,614,85,TYPEB,3.6,IL,US
24-03-2019,1264418,24,1993,145.5,145.5,0,0,796,Beverages,Thai,614,85,TYPEB,3.6,IL,US
31-03-2019,1367080,24,1993,145.5,145.5,0,0,1013,Beverages,Thai,614,85,TYPEB,3.6,IL,US
07-04-2019,1211709,24,1993,142.59,144.59,0,0,1093,Beverages,Thai,614,85,TYPEB,3.6,IL,US
14-04-2019,1197099,24,1993,142.59,143.59,0,0,231,Beverages,Thai,614,85,TYPEB,3.6,IL,US
21-04-2019,1345743,24,1993,142.59,144.59,0,0,782,Beverages,Thai,614,85,TYPEB,3.6,IL,US
28-04-2019,1456659,24,1993,143.62,142.62,0,0,771,Beverages,Thai,614,85,TYPEB,3.6,IL,US
05-05-2019,1176370,24,1993,143.59,142.62,0,1,1081,Beverages,Thai,614,85,TYPEB,3.6,IL,US
12-05-2019,1101909,24,1993,145.53,142.62,0,1,1133,Beverages,Thai,614,85,TYPEB,3.6,IL,US
19-05-2019,1226108,24,1993,145.53,142.62,0,1,987,Beverages,Thai,614,85,TYPEB,3.6,IL,US
26-05-2019,1474446,24,1993,146.53,142.62,0,1,1311,Beverages,Thai,614,85,TYPEB,3.6,IL,US
02-06-2019,1202326,24,1993,143.56,141.62,0,1,1457,Beverages,Thai,614,85,TYPEB,3.6,IL,US
09-06-2019,1345144,24,1993,145.5,147.5,0,0,809,Beverages,Thai,614,85,TYPEB,3.6,IL,US
16-06-2019,1062311,24,1993,147.5,145.5,0,0,958,Beverages,Thai,614,85,TYPEB,3.6,IL,US
